dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,address-text,article-4-direction,article-4-direction-rules,description,document-url,documentation-url,notes,organisation,uprn
article-4-direction-area,,7010001087,2022-04-07,,"MULTIPOLYGON (((-0.095284 51.485666,-0.095052 51.485703,-0.095042 51.485705,-0.095045 51.485715,-0.095025 51.485716,-0.094933 51.485483,-0.094576 51.485535,-0.094563 51.485526,-0.094191 51.485587,-0.094449 51.485974,-0.094520 51.485997,-0.095343 51.485823,-0.095284 51.485666)))",Site allocation NSP84: 330-344 Walworth Road,329,POINT(-0.094729 51.485738),article-4-direction-area,Site allocation NSP84: 330-344 Walworth Road,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001088,2022-04-07,,"MULTIPOLYGON (((-0.097721 51.489820,-0.097826 51.489785,-0.097656 51.489561,-0.097372 51.489639,-0.097253 51.489474,-0.097244 51.489476,-0.097128 51.489363,-0.097053 51.489381,-0.097064 51.489398,-0.096635 51.489506,-0.096968 51.490020,-0.097721 51.489820)))","Site allocation NSP85: Chatelaine House, Walworth Road",329,POINT(-0.097180 51.489698),article-4-direction-area,"Site allocation NSP85: Chatelaine House, Walworth Road",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001089,2022-04-07,,"MULTIPOLYGON (((-0.105562 51.505538,-0.105525 51.505477,-0.105528 51.505422,-0.105489 51.505314,-0.105457 51.505250,-0.104714 51.505238,-0.104684 51.505993,-0.104854 51.505995,-0.104966 51.505949,-0.105154 51.505839,-0.105562 51.505538)))","Site allocation NSP18: Land enclosed by Colombo Street, Meymott Street and Blackfriars Road",329,POINT(-0.105053 51.505562),article-4-direction-area,"Site allocation NSP18: Land enclosed by Colombo Street, Meymott Street and Blackfriars Road",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001090,2022-04-07,,"MULTIPOLYGON (((-0.104207 51.508353,-0.104235 51.507621,-0.104235 51.507206,-0.104215 51.507178,-0.104072 51.507103,-0.103936 51.507078,-0.103847 51.507036,-0.103158 51.506764,-0.103139 51.506740,-0.102839 51.506623,-0.102611 51.506547,-0.102583 51.506544,-0.102545 51.506558,-0.102530 51.506583,-0.102501 51.506767,-0.102518 51.506815,-0.102525 51.507220,-0.102547 51.507249,-0.102555 51.507644,-0.102527 51.507670,-0.102526 51.507770,-0.102504 51.507787,-0.102501 51.507802,-0.102502 51.508066,-0.102518 51.508100,-0.102570 51.508135,-0.102648 51.508154,-0.103080 51.508163,-0.103065 51.508411,-0.103603 51.508415,-0.103601 51.508442,-0.103690 51.508442,-0.103691 51.508482,-0.103724 51.508500,-0.104033 51.508502,-0.104034 51.508350,-0.104207 51.508353)))","Site allocation NSP19: Ludgate House & Sampson House, 64 Hopton Street",329,POINT(-0.103347 51.507586),article-4-direction-area,"Site allocation NSP19: Ludgate House & Sampson House, 64 Hopton Street",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001091,2022-04-07,,"MULTIPOLYGON (((-0.096601 51.507825,-0.096823 51.507839,-0.096944 51.507776,-0.097182 51.507791,-0.097257 51.507756,-0.097307 51.507793,-0.097449 51.507802,-0.097644 51.507706,-0.097773 51.507714,-0.097816 51.507442,-0.097682 51.507339,-0.097761 51.507299,-0.097648 51.507214,-0.097183 51.507451,-0.096792 51.507428,-0.096737 51.507385,-0.096580 51.507382,-0.096573 51.507431,-0.096555 51.507430,-0.096505 51.507749,-0.096601 51.507825)))",Site allocation NSP03: 62-67 Park Street,329,POINT(-0.097174 51.507576),article-4-direction-area,Site allocation NSP03: 62-67 Park Street,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001092,2022-04-07,,"MULTIPOLYGON (((-0.096584 51.507264,-0.096843 51.507317,-0.096844 51.507305,-0.097180 51.507333,-0.097312 51.507246,-0.097350 51.507072,-0.097333 51.507051,-0.097353 51.507038,-0.097466 51.507046,-0.097475 51.506998,-0.097665 51.507012,-0.097904 51.506847,-0.097918 51.506820,-0.097862 51.506690,-0.097818 51.506687,-0.097775 51.506665,-0.097009 51.506614,-0.096858 51.506613,-0.096817 51.506774,-0.096763 51.506898,-0.096776 51.506901,-0.096762 51.506947,-0.096737 51.506941,-0.096584 51.507264)))",Site allocation NSP04: 185 Park Street,329,POINT(-0.097195 51.506939),article-4-direction-area,Site allocation NSP04: 185 Park Street,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001093,2022-04-07,,"MULTIPOLYGON (((-0.094443 51.480057,-0.094487 51.480493,-0.095356 51.480442,-0.095329 51.480015,-0.094443 51.480057)))","Site allocation NSP31: Iceland, 118-132 Camberwell Road",329,POINT(-0.094902 51.480251),article-4-direction-area,"Site allocation NSP31: Iceland, 118-132 Camberwell Road",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001094,2022-04-07,,"MULTIPOLYGON (((-0.098909 51.502292,-0.098852 51.502032,-0.098809 51.502000,-0.098241 51.501883,-0.098249 51.501872,-0.098241 51.501859,-0.098188 51.501850,-0.098146 51.501925,-0.097988 51.501888,-0.097815 51.502128,-0.097789 51.502284,-0.097743 51.502281,-0.097740 51.502302,-0.097702 51.502299,-0.097686 51.502323,-0.097666 51.502318,-0.097476 51.502566,-0.097441 51.502598,-0.097377 51.502654,-0.097208 51.502747,-0.097132 51.502798,-0.097278 51.502836,-0.097434 51.502849,-0.097555 51.502874,-0.097547 51.502888,-0.097771 51.502921,-0.097789 51.502868,-0.098062 51.502847,-0.098266 51.502850,-0.098265 51.502865,-0.098518 51.502864,-0.098546 51.502585,-0.098874 51.502590,-0.098909 51.502292)))",Site allocation NSP05: London Fire and Emergency Planning Authority,329,POINT(-0.098164 51.502424),article-4-direction-area,Site allocation NSP05: London Fire and Emergency Planning Authority,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001095,2022-04-07,,"MULTIPOLYGON (((-0.088480 51.480594,-0.088587 51.480623,-0.088714 51.480448,-0.088561 51.480403,-0.088630 51.480303,-0.088554 51.480282,-0.088485 51.480381,-0.088393 51.480359,-0.088052 51.480684,-0.087645 51.480472,-0.088003 51.480116,-0.087827 51.480023,-0.087969 51.479926,-0.087577 51.479695,-0.087336 51.479520,-0.087058 51.479299,-0.087088 51.479283,-0.087042 51.479250,-0.086939 51.479260,-0.086767 51.479346,-0.086753 51.479346,-0.086634 51.479219,-0.086407 51.479298,-0.086214 51.479084,-0.085973 51.479173,-0.085995 51.479200,-0.085533 51.479362,-0.085504 51.479388,-0.085495 51.479894,-0.085539 51.480345,-0.085501 51.480541,-0.085537 51.480982,-0.085555 51.481071,-0.085652 51.481303,-0.085742 51.481300,-0.085982 51.481452,-0.086255 51.481460,-0.086255 51.481466,-0.087373 51.481418,-0.087479 51.481375,-0.087698 51.481191,-0.088182 51.480833,-0.088480 51.480594)))",Site allocation NSP25: Burgess Business Park,329,POINT(-0.086701 51.480374),article-4-direction-area,Site allocation NSP25: Burgess Business Park,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001096,2022-04-07,,"MULTIPOLYGON (((-0.094316 51.474374,-0.094321 51.474399,-0.094539 51.474483,-0.094985 51.474417,-0.095121 51.474390,-0.095864 51.474865,-0.095989 51.474723,-0.096072 51.474612,-0.096342 51.474286,-0.096393 51.474243,-0.096414 51.474199,-0.096466 51.474134,-0.096386 51.474112,-0.096088 51.473914,-0.096738 51.473529,-0.097127 51.473705,-0.097147 51.473650,-0.097242 51.473598,-0.097345 51.473498,-0.097679 51.473307,-0.097687 51.473292,-0.097759 51.473254,-0.097660 51.473189,-0.097648 51.473194,-0.097549 51.473127,-0.097344 51.472977,-0.097090 51.472776,-0.096355 51.473199,-0.094481 51.474325,-0.094441 51.474300,-0.094316 51.474374)))",Site allocation NSP28: Camberwell Bus Garage,329,POINT(-0.096106 51.473825),article-4-direction-area,Site allocation NSP28: Camberwell Bus Garage,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001097,2022-04-07,,"MULTIPOLYGON (((-0.094342 51.507862,-0.094496 51.507757,-0.094523 51.507706,-0.094529 51.507665,-0.094794 51.507175,-0.094018 51.507014,-0.093824 51.506998,-0.093371 51.506906,-0.093239 51.507154,-0.093256 51.507159,-0.093214 51.507214,-0.093291 51.507238,-0.093129 51.507433,-0.093212 51.507464,-0.093155 51.507524,-0.093185 51.507559,-0.093272 51.507614,-0.093839 51.507731,-0.093955 51.507780,-0.094342 51.507862)))",Site allocation NSP06: 1 Southwark Bridge Road and Red Lion Court,329,POINT(-0.093938 51.507376),article-4-direction-area,Site allocation NSP06: 1 Southwark Bridge Road and Red Lion Court,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001098,2022-04-07,,"MULTIPOLYGON (((-0.066833 51.473398,-0.066864 51.473815,-0.066820 51.473841,-0.067016 51.473843,-0.067210 51.473868,-0.067619 51.473898,-0.067588 51.473722,-0.067796 51.473706,-0.068004 51.473672,-0.067999 51.473655,-0.068036 51.473632,-0.068089 51.473583,-0.068150 51.473473,-0.068487 51.473440,-0.069025 51.473333,-0.069105 51.473485,-0.069165 51.473473,-0.069150 51.473448,-0.069208 51.473437,-0.069221 51.473461,-0.069406 51.473417,-0.069342 51.473327,-0.069369 51.473313,-0.069506 51.473385,-0.069634 51.473420,-0.069757 51.473265,-0.069701 51.472824,-0.069715 51.472812,-0.069721 51.472782,-0.069692 51.472743,-0.069639 51.472296,-0.069233 51.472316,-0.069214 51.472122,-0.067956 51.472236,-0.067491 51.472286,-0.067180 51.472336,-0.067014 51.472320,-0.066762 51.472335,-0.066582 51.472356,-0.066563 51.472373,-0.066561 51.472386,-0.066538 51.473121,-0.066567 51.473121,-0.066563 51.473187,-0.066811 51.473193,-0.066839 51.473323,-0.066833 51.473398)))",Site allocation NSP74: Aylesham Centre and Peckham Bus Station,329,POINT(-0.068086 51.472920),article-4-direction-area,Site allocation NSP74: Aylesham Centre and Peckham Bus Station,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001099,2022-04-07,,"MULTIPOLYGON (((-0.078533 51.420746,-0.077997 51.421573,-0.078376 51.421658,-0.078398 51.421673,-0.078381 51.421702,-0.078520 51.421812,-0.078572 51.421837,-0.078609 51.421830,-0.078637 51.421808,-0.078688 51.421737,-0.079119 51.420981,-0.079127 51.420951,-0.079110 51.420908,-0.079078 51.420884,-0.078533 51.420746)))","Site allocation NSP37: Guys and St Thomas Trust Rehabilitation Centre, Crystal Palace",329,POINT(-0.078587 51.421267),article-4-direction-area,"Site allocation NSP37: Guys and St Thomas Trust Rehabilitation Centre, Crystal Palace",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001100,2022-04-07,,"MULTIPOLYGON (((-0.064843 51.468758,-0.064553 51.468789,-0.064508 51.468625,-0.062727 51.468842,-0.062709 51.468875,-0.062945 51.469201,-0.062989 51.469316,-0.063294 51.469714,-0.063347 51.469759,-0.063452 51.469815,-0.063760 51.469953,-0.063883 51.469991,-0.064002 51.469993,-0.064656 51.469937,-0.064763 51.469921,-0.064885 51.469834,-0.064985 51.469733,-0.065028 51.469636,-0.065031 51.469490,-0.064997 51.469339,-0.064919 51.469074,-0.064841 51.468971,-0.064827 51.468841,-0.064843 51.468758)))",Site allocation NSP75: Blackpool Road Business Park,329,POINT(-0.063999 51.469302),article-4-direction-area,Site allocation NSP75: Blackpool Road Business Park,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001101,2022-04-07,,"MULTIPOLYGON (((-0.098216 51.472189,-0.097833 51.472380,-0.097836 51.472388,-0.097773 51.472411,-0.097594 51.472499,-0.097784 51.472653,-0.097799 51.472647,-0.097837 51.472677,-0.097893 51.472690,-0.098000 51.472774,-0.098282 51.472801,-0.098462 51.472943,-0.098791 51.472780,-0.098768 51.472763,-0.098843 51.472726,-0.098934 51.472665,-0.098866 51.472627,-0.098605 51.472424,-0.098641 51.472406,-0.098304 51.472142,-0.098216 51.472189)))",Site allocation NSP30: Land Between Camberwell Station Road and Warner Road,329,POINT(-0.098284 51.472554),article-4-direction-area,Site allocation NSP30: Land Between Camberwell Station Road and Warner Road,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001102,2022-04-07,,"MULTIPOLYGON (((-0.104500 51.498627,-0.104511 51.498602,-0.104496 51.498569,-0.104427 51.498498,-0.104274 51.498390,-0.104173 51.498329,-0.102568 51.497049,-0.102404 51.496960,-0.102031 51.496665,-0.101877 51.496565,-0.101767 51.496422,-0.101697 51.496363,-0.101677 51.496357,-0.101343 51.496527,-0.101309 51.496554,-0.101250 51.496647,-0.101240 51.496680,-0.100987 51.497180,-0.100976 51.497262,-0.100858 51.497216,-0.100441 51.497012,-0.100399 51.497021,-0.100387 51.497035,-0.100225 51.497768,-0.100164 51.497986,-0.099930 51.498982,-0.099936 51.498992,-0.099965 51.498994,-0.102608 51.498801,-0.104459 51.498649,-0.104500 51.498627)))",Site allocation NSP48: London Southbank University Quarter,329,POINT(-0.101871 51.497951),article-4-direction-area,Site allocation NSP48: London Southbank University Quarter,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001103,2022-04-07,,"MULTIPOLYGON (((-0.104911 51.499780,-0.105298 51.499531,-0.105286 51.499524,-0.105853 51.499157,-0.105846 51.499152,-0.105966 51.499086,-0.105943 51.499069,-0.105953 51.499064,-0.105643 51.498826,-0.105242 51.498778,-0.105072 51.498915,-0.104954 51.498999,-0.104947 51.499178,-0.104953 51.499178,-0.104952 51.499197,-0.104932 51.499197,-0.104924 51.499409,-0.104931 51.499409,-0.104929 51.499425,-0.104909 51.499424,-0.104903 51.499631,-0.104917 51.499631,-0.104911 51.499780)))","Site allocation NSP21: McLaren House, St George's Circus",329,POINT(-0.105324 51.499187),article-4-direction-area,"Site allocation NSP21: McLaren House, St George's Circus",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001104,2022-04-07,,"MULTIPOLYGON (((-0.105759 51.498363,-0.105751 51.498317,-0.105655 51.498321,-0.105589 51.498275,-0.105444 51.498353,-0.105421 51.498338,-0.105205 51.498469,-0.105166 51.498548,-0.105422 51.498535,-0.105439 51.498525,-0.105470 51.498523,-0.105472 51.498531,-0.105765 51.498510,-0.105738 51.498365,-0.105759 51.498363)))",Site allocation NSP50: 1-5 Westminster Bridge Road,329,POINT(-0.105505 51.498434),article-4-direction-area,Site allocation NSP50: 1-5 Westminster Bridge Road,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001105,2022-04-07,,"MULTIPOLYGON (((-0.085387 51.503392,-0.085487 51.503458,-0.086120 51.503818,-0.086194 51.503876,-0.086447 51.504022,-0.087108 51.504267,-0.087316 51.504305,-0.087695 51.504433,-0.087708 51.504447,-0.087796 51.504479,-0.087860 51.504514,-0.088168 51.504644,-0.088266 51.504539,-0.088293 51.504535,-0.088308 51.504520,-0.088328 51.504528,-0.088352 51.504507,-0.088390 51.504522,-0.088566 51.504323,-0.088696 51.504247,-0.088797 51.504286,-0.088865 51.504302,-0.088947 51.504233,-0.089515 51.504408,-0.089545 51.504384,-0.089727 51.504165,-0.089734 51.504141,-0.089777 51.504084,-0.089916 51.504105,-0.090112 51.504165,-0.090180 51.504086,-0.090277 51.504051,-0.090463 51.503918,-0.090510 51.503936,-0.090522 51.503922,-0.090565 51.503938,-0.090646 51.503860,-0.090660 51.503866,-0.090687 51.503837,-0.090683 51.503819,-0.090719 51.503785,-0.090747 51.503796,-0.090847 51.503697,-0.090842 51.503678,-0.090699 51.503629,-0.090763 51.503565,-0.090818 51.503539,-0.090852 51.503503,-0.090924 51.503530,-0.090941 51.503511,-0.091268 51.503605,-0.091484 51.503330,-0.091126 51.503230,-0.091213 51.503107,-0.090892 51.502992,-0.090559 51.502851,-0.090163 51.502778,-0.089835 51.502699,-0.089496 51.502591,-0.089001 51.502418,-0.089055 51.502364,-0.089094 51.502355,-0.089364 51.502166,-0.089007 51.501967,-0.088728 51.501908,-0.088302 51.502107,-0.088135 51.502107,-0.088079 51.502102,-0.088055 51.501974,-0.087975 51.501978,-0.087814 51.501965,-0.087807 51.501987,-0.087674 51.502003,-0.087346 51.501976,-0.087185 51.501977,-0.086965 51.501955,-0.086943 51.501962,-0.086935 51.501977,-0.086902 51.501981,-0.086388 51.501916,-0.086349 51.502130,-0.086200 51.502132,-0.085775 51.502068,-0.085726 51.502221,-0.085707 51.502385,-0.085563 51.502869,-0.085551 51.502948,-0.085461 51.503046,-0.085387 51.503392)))",Site allocation NSP52: London Bridge Health Cluster,329,POINT(-0.088107 51.503199),article-4-direction-area,Site allocation NSP52: London Bridge Health Cluster,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001106,2022-04-07,,"MULTIPOLYGON (((-0.084190 51.502972,-0.084848 51.503208,-0.085238 51.503343,-0.085274 51.503348,-0.085305 51.503332,-0.085404 51.502946,-0.085395 51.502933,-0.084549 51.502585,-0.084514 51.502599,-0.084194 51.502955,-0.084190 51.502972)))","Site allocation NSP53: Land between Melior Street, St Thomas Street, Weston Street and Fenning Street",329,POINT(-0.084840 51.502966),article-4-direction-area,"Site allocation NSP53: Land between Melior Street, St Thomas Street, Weston Street and Fenning Street",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001107,2022-04-07,,"MULTIPOLYGON (((-0.076110 51.499122,-0.076504 51.499075,-0.076494 51.499035,-0.076667 51.499010,-0.076698 51.499076,-0.076720 51.499091,-0.076860 51.499073,-0.076870 51.499091,-0.077112 51.499053,-0.077116 51.499068,-0.077253 51.499063,-0.077257 51.499117,-0.077480 51.499155,-0.077657 51.498714,-0.077651 51.498657,-0.077712 51.498542,-0.077759 51.498415,-0.077748 51.498407,-0.077499 51.498364,-0.075948 51.498661,-0.075981 51.498761,-0.076045 51.498903,-0.076045 51.498941,-0.076110 51.499122)))",Site allocation NSP14: Tower Workshops,329,POINT(-0.076904 51.498771),article-4-direction-area,Site allocation NSP14: Tower Workshops,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001108,2022-04-07,,"MULTIPOLYGON (((-0.066785 51.501353,-0.067062 51.500873,-0.067042 51.500815,-0.067164 51.500588,-0.065549 51.500071,-0.065087 51.500555,-0.065071 51.500603,-0.064885 51.500559,-0.064684 51.500925,-0.065415 51.501068,-0.066784 51.501362,-0.066785 51.501353)))",Site allocation NSP15: Chambers Wharf,329,POINT(-0.065995 51.500741),article-4-direction-area,Site allocation NSP15: Chambers Wharf,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001109,2022-04-07,,"MULTIPOLYGON (((-0.100755 51.452362,-0.100788 51.452395,-0.100877 51.452720,-0.100875 51.452808,-0.101095 51.452710,-0.101115 51.452689,-0.101337 51.452402,-0.101349 51.452293,-0.101331 51.452167,-0.101252 51.451937,-0.101198 51.451835,-0.101066 51.451661,-0.100819 51.451381,-0.100754 51.451289,-0.100710 51.451204,-0.100669 51.451090,-0.100639 51.450931,-0.100625 51.450782,-0.100638 51.450488,-0.100618 51.450433,-0.100524 51.450399,-0.100379 51.450366,-0.100030 51.450349,-0.099999 51.450374,-0.099989 51.450460,-0.099843 51.450543,-0.099786 51.450508,-0.099716 51.450527,-0.099657 51.450589,-0.099571 51.450644,-0.098940 51.450074,-0.098690 51.450172,-0.098743 51.450209,-0.098916 51.450372,-0.098938 51.450402,-0.099006 51.450453,-0.100222 51.451563,-0.100874 51.452278,-0.100868 51.452321,-0.100755 51.452362)))",Site allocation NSP51: Bath Trading Estate,329,POINT(-0.100332 51.451273),article-4-direction-area,Site allocation NSP51: Bath Trading Estate,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001110,2022-04-07,,"MULTIPOLYGON (((-0.043333 51.498965,-0.043571 51.499084,-0.044598 51.499482,-0.044650 51.499499,-0.044736 51.499499,-0.044805 51.499470,-0.045219 51.499064,-0.045266 51.499005,-0.045306 51.498885,-0.045352 51.498796,-0.045458 51.498624,-0.045606 51.498416,-0.045708 51.498314,-0.045798 51.498252,-0.045942 51.498133,-0.046483 51.498364,-0.046754 51.498539,-0.047104 51.498660,-0.047368 51.498520,-0.047492 51.498466,-0.047720 51.498446,-0.047874 51.498377,-0.048187 51.497815,-0.048229 51.497706,-0.048149 51.497677,-0.047719 51.497584,-0.046847 51.496510,-0.046770 51.496546,-0.046205 51.496641,-0.046071 51.496572,-0.046030 51.496688,-0.045745 51.496754,-0.045666 51.496991,-0.043333 51.498965)))",Site allocation NSP80: Decathlon Site and Mulberry Business Park,329,POINT(-0.045888 51.497989),article-4-direction-area,Site allocation NSP80: Decathlon Site and Mulberry Business Park,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001111,2022-04-07,,"MULTIPOLYGON (((-0.091535 51.504556,-0.091536 51.504593,-0.092473 51.504588,-0.093031 51.504607,-0.093203 51.504364,-0.093415 51.504085,-0.093082 51.504001,-0.093052 51.504050,-0.092768 51.503978,-0.092672 51.504113,-0.092654 51.504109,-0.092552 51.504216,-0.092211 51.504109,-0.091821 51.504038,-0.091646 51.504351,-0.091620 51.504345,-0.091535 51.504556)))",Site allocation NSP07: Landmark Court,329,POINT(-0.092463 51.504330),article-4-direction-area,Site allocation NSP07: Landmark Court,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001112,2022-04-07,,"MULTIPOLYGON (((-0.101094 51.502012,-0.100945 51.501791,-0.100802 51.501545,-0.100335 51.501215,-0.099820 51.500828,-0.099086 51.500938,-0.099064 51.500962,-0.099062 51.500998,-0.099104 51.501039,-0.099208 51.501091,-0.099268 51.501150,-0.100142 51.501596,-0.100822 51.501889,-0.100928 51.501947,-0.101036 51.502025,-0.101094 51.502012)))",Site allocation NSP08: Land between Great Suffolk Street and Glasshill Street,329,POINT(-0.100061 51.501319),article-4-direction-area,Site allocation NSP08: Land between Great Suffolk Street and Glasshill Street,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001113,2022-04-07,,"MULTIPOLYGON (((-0.104603 51.506856,-0.104656 51.506857,-0.104651 51.506946,-0.105029 51.506946,-0.105067 51.506816,-0.105170 51.506828,-0.105124 51.506982,-0.105062 51.506981,-0.105056 51.507075,-0.105637 51.507075,-0.106078 51.507095,-0.106084 51.506886,-0.106050 51.506560,-0.106002 51.506170,-0.105950 51.505897,-0.105745 51.505909,-0.105849 51.506195,-0.105653 51.506309,-0.105650 51.506481,-0.105592 51.506489,-0.105472 51.506561,-0.105255 51.506549,-0.104679 51.506370,-0.104623 51.506397,-0.104603 51.506856)))","Site allocation NSP22: Land between Paris Gardens, Colombo Street, Blackfriars Road and Stamford Street Site allocation NSP",329,POINT(-0.105448 51.506678),article-4-direction-area,"Site allocation NSP22: Land between Paris Gardens, Colombo Street, Blackfriars Road and Stamford Street Site allocation NSP",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001114,2022-04-07,,"MULTIPOLYGON (((-0.106242 51.506938,-0.106601 51.506936,-0.106607 51.506895,-0.106708 51.506880,-0.106618 51.506661,-0.107041 51.506595,-0.106710 51.505815,-0.106437 51.505858,-0.106428 51.505816,-0.106289 51.505826,-0.106285 51.505803,-0.106082 51.505818,-0.106164 51.506265,-0.106156 51.506267,-0.106167 51.506307,-0.106242 51.506938)))",Site allocation NSP23: 1-5 Paris Garden and 16-19 Hatfields,329,POINT(-0.106505 51.506344),article-4-direction-area,Site allocation NSP23: 1-5 Paris Garden and 16-19 Hatfields,,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
article-4-direction-area,,7010001115,2022-04-07,,"MULTIPOLYGON (((-0.095650 51.487749,-0.095962 51.487696,-0.095977 51.487698,-0.096007 51.487772,-0.096052 51.487764,-0.096787 51.487530,-0.096561 51.487216,-0.096615 51.487201,-0.096575 51.487128,-0.096461 51.487160,-0.096391 51.487068,-0.096525 51.487033,-0.096413 51.486811,-0.095870 51.486958,-0.096011 51.487181,-0.096000 51.487290,-0.095651 51.487364,-0.095498 51.487383,-0.095650 51.487749)))","Site allocation NSP83: Morrisons, Walworth Road",329,POINT(-0.096160 51.487355),article-4-direction-area,"Site allocation NSP83: Morrisons, Walworth Road",,geography,,,,Change of use from Class E to residential is restricted,,,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/article-4-directions,,
